,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
1632,11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69,0060975946,9780060975944,eng,496,467,31,2003-12-23,Harper Perennial
1633,12180,Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,3.96,0060593245,9780060593247,eng,400,312,26,2006-12-12,Harper Perennial
1634,12290,The Hidden Hand,Carroll John Daly,3.43,0060974362,9780060974367,eng,272,5,0,1992-05-01,Harper Perennial
1635,12447,You Can't Go Home Again,Thomas Wolfe,4.04,0060930055,9780060930059,eng,711,4025,265,1998-08-05,Harper Perennial
1636,12526,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,4.34,0060920645,9780060920647,en-US,617,562,42,1990-11-21,Harper Perennial
1637,12527,Pilgrim at Tinker Creek,Annie Dillard,4.11,0072434171,9780072434170,eng,288,17681,1596,2000-06-01,Harper Perennial
1638,12528,An American Childhood,Annie Dillard,3.91,0060915188,9780060915186,eng,255,7102,604,2013-10-15,Harper Perennial
1639,12828,How to Be Alone,Jonathan Franzen,3.59,0007153589,9780007153589,eng,306,336,33,2007-07-02,Harper Perennial
1640,12841,The Active Side of Infinity,Carlos Castañeda,4.16,006092960X,9780060929602,eng,288,1952,70,1999-12-22,Harper Perennial
1641,14248,Small Wonder,Barbara Kingsolver,4.01,0060504080,9780060504083,eng,264,8965,623,2003-04-15,Harper Perennial
1642,14249,Prodigal Summer,Barbara Kingsolver,4.0,0060959037,9780060959036,eng,444,88241,5652,2001-10-16,Harper Perennial
1643,15096,Five Quarters of the Orange,Joanne Harris,3.85,0060958022,9780060958022,eng,307,26258,1936,2002-06-04,Harper Perennial
1644,15796,Charms for the Easy Life,Kaye Gibbons,4.02,0060760257,9780060760250,eng,272,11168,744,2005-07-01,Harper Perennial
1645,15967,The Falls,Joyce Carol Oates,3.58,0060722290,9780060722296,eng,512,8278,748,2005-08-02,Harper Perennial
1646,16193,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,0060921080,9780060921088,eng,341,732,25,1991-10-23,Harper Perennial
1647,16530,Aphrodite: A Memoir of the Senses,Isabel Allende,3.64,0060930179,9780060930172,eng,320,3732,195,1999-04-07,Harper Perennial
1648,16556,The Infinite Plan,Isabel Allende,3.72,0060924985,9780060924980,eng,384,7347,300,1994-03-04,Harper Perennial
1649,16697,The Mysteries of Pittsburgh,Michael Chabon,3.64,0060790598,9780060790592,eng,320,21823,1518,2005-07-05,Harper Perennial
1650,16793,Stardust,Neil Gaiman,4.08,0061142026,9780061142024,eng,248,283274,11746,2006-08-29,Harper Perennial
1651,16799,The Best American Science Writing 2002,Matt Ridley,3.85,0060936509,9780060936501,eng,352,67,7,2002-09-03,Harper Perennial
1652,17682,The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,Marilyn Johnson,3.41,0060758767,9780060758769,en-US,272,1137,231,2007-01-30,Harper Perennial
1653,18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.22,0060730552,9780060730550,eng,218,44074,1405,2004-02-03,Harper Perennial
1654,18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,0060084383,9780060084387,eng,847,588,56,2002-07-23,Harper Perennial
1655,18792,One Matchless Time: A Life of William Faulkner,Jay Parini,3.97,0060935553,9780060935559,en-US,528,193,34,2005-06-14,Harper Perennial
1656,19397,The Real Trial of Oscar Wilde,Merlin Holland,4.04,000715805X,9780007158058,eng,384,189,14,2004-10-05,Harper Perennial
1657,19528,The Mandarins,Simone de Beauvoir,4.14,0007203942,9780007203949,eng,752,3250,194,2005-05-03,Harper Perennial
1658,21031,When Nietzsche Wept,Irvin D. Yalom,4.32,0060748125,9780060748128,eng,310,25063,1031,2005-01-04,Harper Perennial
1659,22207,Lullabies for Little Criminals,Heather O'Neill,3.98,0060875070,9780060875077,eng,330,18419,1371,2006-10-17,Harper Perennial
1660,22311,All Families Are Psychotic,Douglas Coupland,3.67,0007117531,9780007117536,eng,279,361,32,2002-07-01,Harper Perennial
1661,22485,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,4.02,0061196673,9780061196676,eng,176,173,17,2007-02-06,Harper Perennial
1662,22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,3.65,0060957603,9780060957605,eng,256,226,31,2003-07-08,Harper Perennial
1663,23000,Operation Wandering Soul,Richard Powers,3.61,006097611X,9780060976118,eng,352,379,33,2002-04-02,Harper Perennial
1664,23002,Three Farmers on Their Way to a Dance,Richard Powers,3.82,0060975091,9780060975098,eng,352,742,49,1994-12-01,Harper Perennial
1665,23010,Prisoner's Dilemma,Richard Powers,3.87,0060977086,9780060977085,en-US,352,543,45,2002-04-02,Harper Perennial
1666,24457,Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,3.91,0060973331,9780060973339,eng,292,331,23,1990-09-26,Harper Perennial
1667,25013,A Crack in the Edge of the World,Simon Winchester,3.78,0060572000,9780060572006,eng,419,5413,499,2006-10-10,Harper Perennial
1668,25016,Outposts: Journeys to the Surviving Relics of the British Empire,Simon Winchester,3.79,0060598611,9780060598617,eng,400,1209,106,2004-06-15,Harper Perennial
1669,25017,Krakatoa: The Day the World Exploded: August 27  1883,Simon Winchester,3.87,0060838590,9780060838591,eng,464,15680,1074,2005-07-05,Harper Perennial
1670,25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.25,0060974990,9780060974992,eng,272,15923,666,1992-06-12,Harper Perennial
1671,25244,The Essential Writings,Georg Wilhelm Friedrich Hegel,3.86,0061318310,9780061318313,ger,368,71,6,1977-04-21,Harper Perennial
1672,26097,Slowness,Milan Kundera,3.66,0060928417,9780060928414,eng,156,9760,402,1997-04-11,Harper Perennial
1673,26920,The Darling,Russell Banks,3.78,0060957352,9780060957353,en-US,400,1986,246,2005-10-11,Harper Perennial
1674,26930,Success Stories,Russell Banks,3.72,0060927194,9780060927196,en-US,192,155,11,1996-04-26,Harper Perennial
1675,26931,Cloudsplitter,Russell Banks,3.91,0060930861,9780060930868,eng,758,3618,425,1999-01-27,Harper Perennial
1676,27577,What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,3.49,0060516054,9780060516055,eng,186,2474,257,2003-01-07,Harper Perennial
1677,27586,In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,Michela Wrong,3.99,0060934433,9780060934439,eng,338,2387,115,2002-05-28,Harper Perennial
1678,27991,A Mulligan for Bobby Jobe: A Novel,Bob Cullen,3.32,0060933526,9780060933524,eng,400,58,9,2002-05-07,Harper Perennial
1679,28756,The Cheese Monkeys,Chip Kidd,3.75,0060507403,9780060507404,en-US,288,4672,512,2002-09-03,Harper Perennial
1680,28887,The Lost Tomb,Kent R. Weeks,4.09,0688172245,9780688172244,eng,384,391,26,1999-11-09,Harper Perennial
1681,29941,Fiskadoro,Denis Johnson,3.54,0060976098,9780060976095,en-US,221,1513,116,2000-05-30,Harper Perennial
1682,30028,Edgar A. Poe: Mournful and Never-ending Remembrance,Kenneth Silverman,4.01,0060923318,9780060923310,en-US,592,295,34,2008-12-23,Harper Perennial
1683,30293,Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,Lou Marinoff,3.41,0060931361,9780060931360,eng,320,870,67,2000-08-01,Harper Perennial
1684,31072,Under the Volcano,Malcolm Lowry,3.79,0060955228,9780060955229,eng,397,17894,837,2000-04-26,Harper Perennial
1685,32349,Mutant Message Down Under,Marlo Morgan,3.79,0060723513,9780060723514,eng,187,11224,1249,2004-05-25,Harper Perennial
1686,33057,Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies,3.86,0060925817,9780060925819,eng,368,649,56,1995-01-01,Harper Perennial
1687,33455,Island of the Sequined Love Nun,Christopher Moore,3.8,0060735449,9780060735449,eng,325,27534,1247,2004-05-25,Harper Perennial
1688,34507,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.03,0060855908,9780060855901,eng,228,110062,2261,2005-09-13,Harper Perennial
1689,35963,The Opposite of Fate,Amy Tan,3.92,0007170408,9780007170401,eng,398,172,11,2004-07-01,Harper Perennial
1690,36311,Great Short Works,Edgar Allan Poe,4.26,006083093X,9780060830939,en-US,576,683,13,1970-11-28,Harper Perennial
1691,37826,The Wit &  Wisdom of Winston Churchill,James C. Humes,3.98,0060925779,9780060925772,eng,256,181,15,2007-12-26,Harper Perennial
1692,38650,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson,4.24,0060973463,9780060973469,eng,120,91,7,1995-12-01,Harper Perennial
1693,39926,The Beauty Myth,Naomi Wolf,3.89,0060512180,9780060512187,eng,368,16760,909,2002-09-24,Harper Perennial
1694,39933,How to Read Literature Like a Professor,Thomas C. Foster,3.65,006000942X,9780060009427,eng,314,16550,1826,2014-11-14,Harper Perennial
1695,39934,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,3.77,0060777052,9780060777050,eng,297,7914,1094,2007-04-10,Harper Perennial
1696,39937,Blue Angel,Francine Prose,3.35,0060882034,9780060882037,eng,314,2948,383,2006-02-28,Harper Perennial
1697,39941,Household Saints,Francine Prose,3.7,0060507276,9780060507275,en-US,272,370,47,2003-04-01,Harper Perennial
1698,40631,Europe: A History,Norman Davies,4.17,0060974680,9780060974688,eng,1392,3394,163,1998-01-20,Harper Perennial
1699,41379,As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,3.97,0060929596,9780060929596,eng,320,5456,619,2001-02-20,Harper Perennial
1700,41473,A Green Desire,Anton Myrer,3.73,0060934638,9780060934637,en-US,576,152,9,2001-12-04,Harper Perennial
1701,41474,The Big War,Anton Myrer,3.85,0060934735,9780060934736,en-US,512,98,9,2001-12-04,Harper Perennial
1702,44067,Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda,4.45,0060928778,9780060928773,eng,288,1018,66,1998-02-11,Harper Perennial
1703,44382,Testaments Betrayed: An Essay in Nine Parts,Milan Kundera,4.04,0060927518,9780060927516,eng,288,1294,59,1996-08-02,Harper Perennial
1704,44559,Life is Elsewhere,Milan Kundera,3.95,0060997028,9780060997021,eng,432,10129,306,2000-07-25,Harper Perennial
1705,181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9780821925324,eng,250,36,6,2002-05-01,EMC/Paradigm Publishing
1706,182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691,eng,32,15,0,2002-01-01,Teaching Resources
1707,2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.0,0439271711,9780439271714,eng,32,4,1,2002-01-01,Teaching Resources
1708,20126,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy,4.33,0590103873,9780590103879,eng,88,3,0,1998-04-01,Teaching Resources
1709,26670,Scholastic Success with 4th Grade Workbook,Terry Cooper,4.12,0439569729,9780439569729,en-US,416,8,0,2003-06-01,Teaching Resources
1710,201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,0606105263,9780606105262,spa,205,6,1,1984-06-01,Turtleback Books
1711,377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,3.93,1417622857,9781417622856,eng,336,5,0,2003-07-01,Turtleback Books
1712,903,The Egypt Game,Zilpha Keatley Snyder,3.83,0808553038,9780808553038,eng,215,30231,1130,2009-07-07,Turtleback Books
1713,3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,0613359607,9780613359603,spa,254,142,12,2001-03-06,Turtleback Books
1714,6954,Como agua para chocolate,Laura Esquivel,3.95,0785731237,9780785731238,spa,248,11,2,1994-06-01,Turtleback Books
1715,7668,Rising Sun,Michael Crichton,3.63,0606298231,9780606298230,eng,399,42645,717,2004-08-30,Turtleback Books
1716,17511,The Mystery of the Missing Cat,Gertrude Chandler Warner,3.82,0785759379,9780785759379,eng,119,5,0,1994-01-01,Turtleback Books
1717,18551,A Break With Charity: A Story of the Salem Witch Trials,Ann Rinaldi,3.79,0785735488,9780785735489,eng,297,37,6,1994-04-01,Turtleback Books
1718,23479,La casa en Mango Street,Sandra Cisneros,3.63,0613046889,9780613046886,spa,110,35,5,1994-10-18,Turtleback Books
1719,24060,The Contest (Everest Trilogy),Gordon Korman,3.85,0613589459,9780613589451,eng,137,12,2,2002-08-01,Turtleback Books
1720,24062,The Deep (Dive Trilogy),Gordon Korman,3.78,0613674839,9780613674836,eng,148,0,0,2003-07-01,Turtleback Books
1721,24066,The Climb (Everest Trilogy),Gordon Korman,3.9,061358466X,9780613584661,eng,151,3,0,2002-07-01,Turtleback Books
1722,24312,The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,4.05,1417629754,9781417629756,eng,144,460,17,2004-06-01,Turtleback Books
1723,24330,Knowledge Is Power (The Amazing Days of Abby Hayes: #15),Anne Mazer,3.97,1417629762,9781417629763,eng,97,23,0,2004-07-01,Turtleback Books
1724,29362,Charlie Wilson's War: The Extraordinary Story of the Largest Cover Operation in History,George Crile,4.01,0613998057,9780613998055,eng,550,4,0,2004-04-22,Turtleback Books
1725,33681,1st To Die (The Women's Murder Club  #1),James Patterson,4.08,0613608704,9780613608701,eng,471,24,4,2002-02-01,Turtleback Books
1726,34530,Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,0613572173,9780613572170,eng,355,67,2,2001-07-31,Turtleback Books
1727,38424,Kristy's Great Idea,Raina Telgemeier,4.17,1417699671,9781417699674,eng,186,24732,726,2006-04-01,Turtleback Books
1728,204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,0751506435,9780751506433,eng,367,376,17,1994-06-01,Little  Brown Book Group
1729,4692,The Physician (Cole Family Trilogy  #1),Noah Gordon,4.37,0751503894,9780751503890,eng,720,23114,1175,2001-07-01,Little  Brown Book Group
1730,6089,Transform Your Life: A step-by-step programme for change,Diana Cooper,4.0,0749919442,9780749919443,eng,176,6,0,1998-10-29,Little  Brown Book Group
1731,9501,Embrace,Mark Behr,3.8,0349113009,9780349113005,eng,726,72,5,2001-02-01,Little  Brown Book Group
1732,11269,Waiting Sands,Susan Howatch,3.43,0751533114,9780751533118,eng,192,314,14,2003-03-01,Little  Brown Book Group
1733,20021,The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,4.32,0751506478,9780751506471,eng,474,305,8,1987-09-01,Little  Brown Book Group
1734,20022,The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,4.25,075150646X,9780751506464,eng,428,318,7,1986-02-01,Little  Brown Book Group
1735,20023,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.27,0751533459,9780751533453,eng,480,195,8,2006-11-01,Little  Brown Book Group
1736,20024,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,4.27,0751506451,9780751506457,eng,413,330,11,1985-02-01,Little  Brown Book Group
1737,20025,The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,4.18,0751506419,9780751506419,eng,403,460,20,2001-05-01,Little  Brown Book Group
1738,20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.28,0751506486,9780751506488,eng,512,261,6,1988-08-01,Little  Brown Book Group
1739,41999,The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,4.34,0751533432,9780751533439,eng,640,195,7,2004-11-01,Little  Brown Book Group
1740,42880,Bizarre World,Bill  Bryson,3.38,0751510610,9780751510614,eng,120,73,6,2001-05-01,Little  Brown Book Group
1741,205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9780060786717,eng,352,3086,237,2006-01-03,William Morrow
1742,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.97,0061234001,9780061234002,eng,320,628745,13034,2006-10-17,William Morrow
1743,9299,Anybody Out There? (Walsh Family  #4),Marian Keyes,3.92,0060731303,9780060731304,eng,456,348,45,2006-05-09,William Morrow
1744,9558,Back to Wando Passo,David     Payne,3.25,0060851899,9780060851897,en-US,448,202,26,2006-05-23,William Morrow
1745,9620,Farewell Summer (Green Town  #3),Ray Bradbury,3.72,0061131547,9780061131547,eng,211,3405,338,2006-10-17,William Morrow
1746,9623,Dandelion Wine,Ray Bradbury,4.09,0380977265,9780380977260,en-US,267,676,119,1999-02-01,William Morrow
1747,9828,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea",3.51,0060837160,9780060837167,eng,304,34,3,2006-03-14,William Morrow
1748,10107,The Last Days of Henry VIII,Robert Hutchinson,4.14,0060837330,9780060837334,eng,368,1523,23,2005-09-20,William Morrow
1749,12686,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,4.13,0061238228,9780061238222,en-US,306,697,158,2006-10-31,William Morrow
1750,13939,My Secret: A PostSecret Book,Frank Warren,4.34,0061196681,9780061196683,en-GB,144,5874,281,2006-10-24,William Morrow
1751,13943,The Secret Lives of Men and Women: A PostSecret Book,Frank Warren,4.37,0061198757,9780061198755,en-GB,144,5406,237,2007-01-09,William Morrow
1752,15102,Gentlemen and Players,Joanne Harris,3.91,0060559144,9780060559144,eng,422,10511,1201,2006-01-03,William Morrow
1753,16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,0060846739,9780060846732,en-US,336,3808,315,2006-04-11,William Morrow
1754,16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.0,0060515228,9780060515225,eng,360,45473,2540,2006-09-26,William Morrow
1755,17153,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,0060846879,9780060846879,eng,400,52,6,2006-04-25,William Morrow
1756,17607,All About Love: New Visions,bell hooks,4.01,0688168442,9780688168445,eng,240,10928,1144,1999-12-22,William Morrow
1757,20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,0060786736,9780060786731,eng,384,2519,225,2007-01-09,William Morrow
1758,21493,Fire Lover: A True Story,Joseph Wambaugh,3.72,006009527X,9780060095277,eng,352,840,113,2002-04-30,William Morrow
1759,21682,Coronado: Stories,Dennis Lehane,3.38,006113967X,9780061139673,eng,240,2907,261,2006-08-08,William Morrow
1760,23219,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,0060851988,9780060851989,eng,309,60787,1693,2006-05-23,William Morrow
1761,27473,The End of Days (The Earth Chronicles  #7),Zecharia Sitchin,4.08,0061238236,9780061238239,eng,336,489,36,2007-04-03,William Morrow
1762,27582,Dead Wrong (Joanna Brady  #12),J.A. Jance,4.04,0060540907,9780060540906,eng,368,4163,220,2006-07-25,William Morrow
1763,33453,You Suck (A Love Story  #2),Christopher Moore,3.83,0060590297,9780060590291,eng,328,42028,2416,2007-01-16,William Morrow
1764,33456,A Dirty Job (Grim Reaper  #1),Christopher Moore,4.07,0060590270,9780060590277,en-US,387,90947,5477,2006-03-21,William Morrow
1765,39102,The Collected Poetry  1968-1998,Nikki Giovanni,4.42,0060724293,9780060724290,eng,512,1249,52,2007-01-23,William Morrow
1766,39105,Love Poems,Nikki Giovanni,4.26,0688149898,9780688149895,eng,96,1743,134,1997-02-14,William Morrow
1767,39503,Hit Parade (John Keller  #3),Lawrence Block,3.86,0060840889,9780060840884,eng,295,104,12,2006-07-03,William Morrow
1768,43717,Crooked Little Vein,Warren Ellis,3.82,0060723939,9780060723934,en-US,288,7811,991,2007-07-24,William Morrow
1769,207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor,3.94,0743499344,9780743499347,en-US,320,352,44,2005-11-01,Atria Books
1770,4623,Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,New Scientist,3.52,0743297261,9780743297264,en-US,224,606,45,2006-04-05,Atria Books
1771,6988,Yeah  I Said It,Wanda Sykes,3.71,0743482719,9780743482714,en-US,247,458,66,2005-09-13,Atria Books
1772,7315,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,0743222636,9780743222631,en-US,480,72,4,2004-06-08,Atria Books
1773,13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,0743222334,9780743222334,en-US,368,693,58,2005-06-06,Atria Books
1774,13944,The Secret Life of Houdini: The Making of America's First Superhero,William Kalush,3.87,0743272072,9780743272070,en-US,592,1738,235,2006-10-31,Atria Books
1775,14755,The Guy Not Taken: Stories,Jennifer Weiner,3.48,1416535209,9781416535201,en-US,292,21715,1044,2006-09-05,Atria Books
1776,14864,Plain Truth,Jodi Picoult,3.98,0743275012,9780743275019,eng,405,143658,5760,2004-11-01,Atria Books
1777,14866,Nineteen Minutes,Jodi Picoult,4.12,0743496728,9780743496728,eng,440,270574,13491,2007-03-05,Atria Books
1778,16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,0743272501,9780743272506,eng,518,68763,3394,2006-12-05,Atria Books
1779,22199,Year Zero,Jeff Long,3.6,1416534423,9781416534426,eng,416,2164,139,2006-07-01,Atria Books
1780,25516,Malinche,Laura Esquivel,3.28,0743290348,9780743290340,spa,189,99,20,2006-02-07,Atria Books
1781,26722,Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,0743270371,9780743270373,en-US,432,38757,826,2006-10-10,Atria Books
1782,28012,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,3.95,0743222989,9780743222983,eng,336,8515,331,2004-01-05,Atria Books
1783,28915,Never Go Home Again,Shannon Holmes,4.03,0743496167,9780743496162,eng,336,222,11,2005-09-27,Atria Books
1784,30458,Yesterday  I Cried,Iyanla Vanzant,4.23,0684867486,9780684867489,en-US,304,2311,151,2000-03-02,Atria Books
1785,31084,The Other Boleyn Girl,Philippa Gregory,4.06,0743269837,9780743269834,eng,664,3111,375,2004-11-09,Atria Books
1786,31089,The Secret Diary of Anne Boleyn,Robin Maxwell,3.8,0684849690,9780684849690,eng,281,5221,299,1998-05-28,Atria Books
1787,32900,Perfect Match,Jodi Picoult,3.95,0743418727,9780743418720,eng,368,213,33,2002-05-01,Atria Books
1788,39585,The Final Frontiersman: Heimo Korth and His Family  Alone in Alaska's Arctic Wilderness,James   Campbell,4.21,074345314X,9780743453141,en-US,320,1179,141,2005-09-13,Atria Books
1789,40440,The Thirteenth Tale,Diane Setterfield,3.96,0743298020,9780743298025,eng,406,239809,18865,2006-09-12,Atria Books
1790,213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford,3.9,1400032490,9781400032495,eng,244,821,78,2004-08-10,Vintage Crime/Black Lizard
1791,214,Sideswipe: A Hoke Moseley Novel,Charles Willeford,4.05,1400032482,9781400032488,eng,215,731,72,2005-03-08,Vintage Crime/Black Lizard
1792,216,Miami Blues (Hoke Moseley #1),Charles Willeford,3.94,1400032466,9781400032464,eng,191,2897,178,2004-08-10,Vintage Crime/Black Lizard
1793,2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,0394758269,9780394758268,eng,265,13233,570,1992-08-12,Vintage Crime/Black Lizard
1794,2051,The Simple Art of Murder,Raymond Chandler,4.16,0394757653,9780394757650,eng,384,4952,162,1988-09-12,Vintage Crime/Black Lizard
1795,2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,0394757688,9780394757681,eng,379,26389,1619,1988-08-12,Vintage Crime/Black Lizard
1796,11318,Trouble Is My Business,Raymond Chandler,4.06,0394757645,9780394757643,eng,224,9606,258,1988-08-12,Vintage Crime/Black Lizard
1797,30003,The Big Knockover: Selected Stories and Short Novels,Dashiell Hammett,4.18,0679722599,9780679722595,eng,480,2916,83,1989-07-17,Vintage Crime/Black Lizard
1798,36062,Crime Wave: Reportage and Fiction from the Underside of L.A.,James Ellroy,3.59,037570471X,9780375704710,en-US,288,1752,50,1999-01-26,Vintage Crime/Black Lizard
1799,37536,Adam and Eve and Pinch Me,Ruth Rendell,3.64,1400031184,9781400031184,eng,368,1932,131,2003-01-14,Vintage Crime/Black Lizard
1800,39793,Before the Frost (Linda Wallander #1),Henning Mankell,3.85,1400095816,9781400095810,eng,375,8359,483,2006-02-14,Vintage Crime/Black Lizard
1801,39795,The Dogs of Riga (Kurt Wallander  #2),Henning Mankell,3.72,1400031524,9781400031528,eng,326,17060,1016,2004-04-13,Vintage Crime/Black Lizard
1802,39796,Sidetracked (Kurt Wallander  #5),Henning Mankell,4.07,1400031567,9781400031566,eng,432,15178,574,2003-05-13,Vintage Crime/Black Lizard
1803,39797,The Return of the Dancing Master,Henning Mankell,3.91,1400076951,9781400076956,swe,406,5341,314,2005-02-08,Vintage Crime/Black Lizard
1804,42589,Shoot the Piano Player,David Goodis,4.02,0679732543,9780679732549,eng,158,2768,143,1990-10-03,Vintage Crime/Black Lizard
1805,231,I am Charlotte Simmons,Tom Wolfe,3.42,0312424442,9780312424442,eng,738,20888,1688,2005-08-30,Picador USA
1806,413,Mason & Dixon,Thomas Pynchon,4.07,0312423209,9780312423209,eng,773,8086,602,2004-01-03,Picador USA
1807,2136,Specimen Days,Michael Cunningham,3.58,0312425023,9780312425029,eng,336,4462,446,2006-04-18,Picador USA
1808,2187,Middlesex,Jeffrey Eugenides,4.0,0312422156,9780312422158,eng,529,540349,19548,2003-09-16,Picador USA
1809,3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,0312282990,9780312282998,eng,639,165862,9143,2001-08-25,Picador USA
1810,4370,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,3.96,0312267177,9780312267179,en-US,344,4820,524,2000-09-02,Picador USA
1811,4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,4.26,0312421702,9780312421700,eng,270,33828,2237,2003-04-01,Picador USA
1812,5845,A Bend in the River,V.S. Naipaul,3.77,0330487140,9780330487146,eng,326,13147,690,2002-05-10,Picador USA
1813,7432,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,0312426216,9780312426217,eng,359,23318,1704,2006-06-27,Picador USA
1814,8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,0330491237,9780330491235,eng,167,93997,1394,2002-03-08,Picador USA
1815,10156,The Last of Her Kind,Sigrid Nunez,3.72,0312425945,9780312425944,eng,391,1459,242,2006-12-12,Picador USA
1816,11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24,0312243359,9780312243357,eng,356,24862,1443,1999-09-04,Picador USA
1817,11473,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review,4.37,0312361750,9780312361754,eng,510,866,103,2006-10-17,Picador USA
1818,11741,Housekeeping,Marilynne Robinson,3.82,0312424094,9780312424091,eng,219,34723,4489,2004-11-01,Picador USA
1819,12829,The Twenty-Seventh City,Jonathan Franzen,3.12,0312420145,9780312420147,eng,528,3621,330,2001-09-08,Picador USA
1820,15788,White Man's Grave,Richard Dooling,3.94,031213214X,9780312132149,eng,400,367,48,1995-03-15,Picador USA
1821,17174,A Yellow Raft in Blue Water,Michael Dorris,3.86,0312421850,9780312421854,en-US,372,16190,897,2003-03-05,Picador USA
1822,19631,Birds of America,Lorrie Moore,4.11,0312241224,9780312241223,eng,291,12321,951,1999-09-23,Picador USA
